amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,online_transaction,international_transaction,merchant_risk_score,card_present,transaction_velocity,account_age_days,fraud
44.63,23,19.65,6.19,1,1,0.1,0,3,30,1
12.32,12,21.38,5.59,0,0,0.275,1,0,369,0
10.04,15,13.0,31.84,1,0,0.388,0,2,547,0
29.56,14,18.95,4.41,1,0,0.116,0,1,572,1
113.1,22,1.81,9.34,0,0,0.32,1,1,925,0
60.32,15,23.04,16.38,1,0,0.095,0,1,965,1
16.2,21,34.26,20.53,1,0,0.28,0,4,652,0
67.02,6,5.63,13.35,1,0,0.224,0,2,227,0
3.51,5,59.71,11.01,1,0,0.172,1,0,1113,0
15.6,15,10.11,10.4,1,0,0.411,0,3,30,0
14.53,3,48.61,8.31,1,1,0.336,1,1,315,0
35.81,2,28.72,3.17,0,0,0.274,1,2,804,0
27.04,5,4.94,18.56,1,0,0.181,1,2,30,1
28.75,6,38.99,6.33,0,0,0.424,0,3,811,0
27.81,2,17.06,2.51,0,0,0.231,1,5,484,0
33.87,17,24.89,3.55,0,0,0.472,1,0,1345,0
56.83,13,13.3,12.31,1,0,0.252,1,1,238,0
38.45,4,15.17,17.79,1,0,0.213,1,0,1154,0
24.92,6,2.56,11.94,0,0,0.067,1,2,1219,0
49.49,22,26.43,9.06,0,0,0.165,0,1,1224,0
75.65,21,16.7,9.8,0,0,0.213,0,2,1057,0
18.99,2,21.53,4.57,1,1,0.353,0,6,1369,0
31.21,14,25.44,22.37,0,0,0.499,1,2,927,0
105.84,7,23.97,3.63,0,0,0.235,1,1,456,0
10.99,8,27.29,13.67,1,0,0.238,1,0,1747,0
201.28,14,2.48,21.19,0,0,0.141,1,0,1230,0
8.68,23,13.62,12.68,1,0,0.154,1,2,994,0
23.44,13,4.83,16.74,1,1,0.403,0,1,1015,0
12.8,22,0.57,5.03,0,0,0.327,0,1,865,0
295.28,19,24.53,13.29,0,0,0.524,1,2,995,0
20.02,18,66.88,20.18,0,0,0.187,1,1,1552,0
20.07,18,26.57,18.66,1,0,0.495,0,1,400,0
22.86,19,12.3,20.37,1,0,0.274,1,2,1229,0
36.44,6,15.26,7.81,0,1,0.161,0,2,613,0
23.84,23,25.88,23.33,0,1,0.31,1,0,30,0
28.99,22,23.06,11.48,0,0,0.099,1,2,30,0
1.0,14,13.29,7.42,1,1,0.308,1,4,276,1
35.06,17,10.14,32.24,1,0,0.131,1,2,441,0
33.71,21,23.27,0.96,1,0,0.164,1,1,130,0
93.56,3,1.2,10.74,1,0,0.183,1,2,1019,0
122.62,1,25.69,5.35,0,0,0.109,0,0,448,0
27.45,23,12.35,18.58,1,0,0.084,0,2,1442,0
74.91,13,45.26,4.91,1,0,0.185,1,5,1583,0
11.01,17,16.42,1.68,0,0,0.327,0,2,1353,0
71.33,12,43.59,6.95,1,0,0.373,0,4,1343,0
18.68,12,6.35,7.67,0,0,0.241,1,9,1900,0
10.13,0,5.8,5.93,1,0,0.37,1,2,891,0
27.51,6,8.17,2.58,1,0,0.504,1,3,1017,0
134.35,2,51.21,8.98,1,0,0.292,1,1,1142,0
39.69,10,15.86,1.24,1,0,0.4,1,1,1458,0
147.89,0,9.76,8.96,0,0,0.475,1,1,438,0
15.66,19,22.93,9.31,0,0,0.428,0,3,1145,0
94.43,7,8.64,29.79,1,0,0.149,1,2,390,0
17.25,17,22.71,12.25,1,0,0.068,0,1,1834,0
41.48,1,15.77,1.34,1,0,0.554,0,2,971,0
41.13,0,9.41,15.0,1,0,0.237,0,1,1011,0
64.17,10,16.55,33.32,1,0,0.136,0,0,495,0
42.55,18,16.57,4.97,1,0,0.381,1,0,515,0
15.81,19,31.86,9.34,0,0,0.44,1,6,746,0
79.86,13,4.57,7.76,0,0,0.086,1,2,1451,0
187.1,14,10.94,9.83,0,1,0.375,0,0,1870,0
18.47,16,19.96,9.54,1,1,0.348,0,2,536,1
5.28,16,7.71,9.2,1,1,0.242,0,4,1086,0
54.56,17,14.16,5.52,1,0,0.298,1,3,30,1
23.78,0,9.24,8.31,0,0,0.425,1,2,1835,0
29.05,10,11.89,10.76,1,0,0.125,1,3,378,0
57.75,20,5.86,11.76,1,0,0.249,1,1,1102,0
20.98,10,67.04,13.46,0,0,0.377,1,3,1681,0
25.31,3,1.31,25.52,1,0,0.419,1,4,262,0
29.96,15,9.19,16.65,0,0,0.312,0,0,675,0
143.99,7,16.33,11.79,0,0,0.52,1,2,1366,0
34.13,12,16.19,7.53,0,0,0.119,1,0,472,0
9.62,12,40.11,44.4,1,0,0.141,1,3,393,1
10.02,16,4.51,1.27,0,0,0.195,1,2,1374,0
38.06,22,2.68,13.33,1,1,0.461,0,1,1121,0
10.7,16,10.46,19.16,1,0,0.515,1,2,597,0
6.94,23,16.35,10.84,0,0,0.215,1,1,1981,0
62.52,0,12.64,5.2,1,0,0.277,0,1,30,0
65.66,18,33.98,14.84,1,0,0.279,1,1,141,0
22.92,10,5.21,3.53,0,0,0.221,1,1,1394,0
44.42,17,9.54,19.26,1,1,0.625,1,0,162,0
39.97,2,25.4,3.15,1,0,0.158,1,1,707,0
60.49,12,16.58,27.54,1,0,0.412,0,2,1426,0
60.63,0,40.73,14.88,0,0,0.195,0,1,96,0
2.45,15,16.62,11.29,0,0,0.235,0,1,1171,0
26.04,5,4.44,8.74,0,0,0.238,0,2,1087,0
55.58,3,37.1,9.67,1,0,0.408,0,3,975,1
21.97,1,34.05,3.98,1,0,0.536,1,1,2384,1
34.34,6,22.69,10.64,0,0,0.425,1,1,1192,0
70.15,23,75.59,6.95,1,0,0.125,1,2,1167,0
35.91,23,17.28,6.38,0,0,0.475,1,3,1141,0
149.59,1,18.4,42.35,1,0,0.767,0,2,495,0
102.21,23,33.41,7.08,1,0,0.426,0,2,1359,1
29.41,14,20.75,8.07,1,0,0.372,0,3,1093,0
27.17,7,18.23,22.42,1,1,0.267,1,0,578,0
1.91,22,2.6,3.96,0,0,0.064,0,2,832,0
23.89,5,3.87,27.01,0,0,0.146,1,2,676,0
8.56,4,3.86,7.81,1,0,0.141,0,3,603,1
41.32,5,12.1,4.65,0,0,0.275,1,1,973,0
38.59,3,42.17,1.23,0,0,0.191,1,0,574,0
66.41,11,58.07,24.51,0,0,0.364,1,2,719,0
133.84,3,46.31,6.0,1,0,0.111,1,2,835,1
32.26,5,47.78,7.62,0,0,0.364,0,4,702,0
323.89,8,6.87,7.73,0,0,0.462,1,3,668,0
41.78,15,16.57,5.98,1,0,0.186,0,2,1093,0
8.93,20,5.96,14.78,1,0,0.246,0,2,1133,1
18.88,1,21.97,44.16,0,0,0.143,0,2,454,0
22.81,15,12.21,28.72,0,0,0.233,1,1,30,0
59.87,2,2.72,11.08,1,0,0.418,1,1,1043,0
12.84,23,24.27,19.4,0,0,0.079,0,2,647,0
24.58,6,8.41,34.86,0,0,0.183,1,6,1099,0
28.19,20,15.15,21.75,0,0,0.108,1,2,1211,0
21.16,18,10.23,11.61,1,0,0.625,1,4,1351,1
74.55,7,26.87,14.99,1,0,0.448,1,1,30,0
62.89,7,18.8,27.27,0,0,0.423,1,1,1685,0
106.33,7,16.4,0.8,1,0,0.146,1,1,522,0
23.78,11,45.16,8.68,1,1,0.281,0,2,159,1
110.23,10,10.89,0.49,1,0,0.339,0,2,449,0
8.47,15,23.12,2.93,1,0,0.069,0,2,30,0
8.26,11,11.25,8.02,0,0,0.178,0,2,1196,0
9.84,18,86.48,32.63,0,0,0.1,1,0,1462,0
33.42,11,38.15,24.84,1,0,0.333,1,0,574,0
110.21,7,55.72,4.65,0,0,0.028,0,3,1281,0
18.14,7,18.38,14.89,0,0,0.579,1,4,1069,0
20.56,17,39.33,3.71,0,1,0.457,0,2,1056,0
26.68,3,5.37,11.13,1,0,0.142,1,1,42,1
58.72,6,4.44,29.65,0,0,0.648,1,2,1095,0
20.54,7,13.74,2.5,0,0,0.335,0,1,1420,0
19.43,15,21.48,13.09,1,0,0.16,0,1,577,0
8.62,3,42.41,18.89,0,0,0.192,0,3,1547,0
18.7,10,17.18,5.7,1,0,0.097,1,2,1288,0
107.5,16,13.59,12.99,0,1,0.126,0,2,1932,1
36.27,22,31.03,4.47,0,0,0.36,1,1,729,0
15.8,10,53.55,11.65,0,0,0.246,1,1,1337,0
113.99,23,32.64,11.66,1,1,0.215,0,5,1345,0
18.44,14,24.43,2.04,0,0,0.593,1,5,595,0
137.0,18,39.09,1.57,1,0,0.142,1,2,30,0
134.78,5,36.88,1.23,1,1,0.428,1,3,580,0
35.02,21,32.75,15.7,1,0,0.324,0,1,1418,0
7.4,6,37.54,13.61,1,0,0.317,1,4,1298,0
326.85,3,22.01,10.66,0,1,0.24,0,1,1163,0
48.78,1,61.45,8.25,1,0,0.091,1,1,1208,0
23.95,15,4.56,20.11,1,0,0.156,0,1,1204,0
86.15,15,27.8,7.35,0,1,0.247,1,3,625,0
66.84,4,9.05,4.93,1,0,0.502,1,3,1320,0
122.85,21,20.28,2.84,1,1,0.203,1,2,499,0
17.08,6,4.94,10.07,0,0,0.387,1,2,796,0
45.53,14,11.88,12.13,1,0,0.124,0,2,720,0
10.12,12,13.38,9.6,1,1,0.113,1,2,1569,0
64.48,14,25.27,18.09,1,0,0.227,1,2,656,0
32.36,17,10.96,7.59,0,0,0.092,1,1,716,0
43.86,22,14.38,52.12,0,0,0.373,1,1,977,0
28.61,17,32.09,10.11,1,1,0.182,1,3,829,0
25.76,21,43.11,6.33,0,0,0.28,1,1,331,0
13.9,20,12.86,6.93,1,0,0.457,0,0,1372,0
73.0,8,48.11,13.85,1,0,0.219,0,3,30,1
146.89,13,30.45,43.69,0,1,0.52,0,0,1137,1
18.98,4,47.64,5.0,0,0,0.336,1,4,1440,0
57.6,22,19.21,16.75,0,0,0.114,1,3,544,0
51.02,23,14.15,13.09,0,0,0.202,1,3,499,0
33.38,21,16.84,30.32,0,0,0.104,1,1,288,0
7.2,17,24.74,4.72,1,0,0.425,0,2,503,0
9.01,20,18.87,15.0,1,0,0.375,0,5,185,0
15.17,19,19.33,22.24,0,0,0.075,0,1,1784,0
3.9,5,30.25,16.53,0,1,0.18,0,0,345,0
135.37,6,11.1,20.39,0,0,0.27,0,2,1182,0
47.83,12,20.92,7.27,1,0,0.189,1,0,1816,0
32.14,10,4.88,12.42,1,0,0.186,1,1,30,0
3.71,17,17.69,25.92,0,1,0.328,0,2,1383,0
5.34,17,13.18,1.65,1,0,0.189,1,3,470,0
33.04,23,13.62,7.42,1,0,0.527,1,1,1035,0
237.58,18,6.12,4.36,1,0,0.438,1,1,766,0
16.47,0,10.53,4.15,1,0,0.582,1,8,510,0
78.55,8,25.27,13.39,0,0,0.313,1,4,798,0
20.49,7,7.56,13.19,1,1,0.273,1,4,701,1
35.0,15,2.35,7.73,0,0,0.595,0,2,1479,0
111.57,8,28.14,11.7,0,0,0.533,0,2,666,0
23.43,23,72.17,9.54,1,0,0.168,0,5,973,1
16.61,6,9.97,1.28,0,0,0.164,0,3,767,0
136.74,10,60.58,2.79,1,0,0.356,1,6,588,0
34.66,19,1.99,16.8,1,0,0.419,1,3,1012,1
98.61,8,26.89,3.59,1,0,0.469,1,2,1202,0
16.69,1,9.02,7.61,1,0,0.322,0,1,736,1
135.19,7,70.92,14.29,0,0,0.183,0,1,1898,0
43.54,8,15.5,13.05,0,0,0.199,0,2,1254,0
51.15,14,10.63,5.33,1,0,0.253,1,1,1319,0
37.77,17,33.78,10.16,1,1,0.435,1,3,1259,0
19.98,13,32.19,7.33,0,0,0.451,0,1,1954,0
33.06,9,46.4,9.01,0,0,0.324,1,1,1314,0
21.27,12,21.92,29.53,1,0,0.158,0,1,1804,0
86.45,3,14.11,14.91,0,1,0.11,1,2,1282,0
27.03,4,40.72,9.01,0,0,0.069,1,1,794,0
7.41,14,11.94,10.4,1,0,0.254,0,0,128,0
6.18,20,4.42,0.47,1,0,0.426,0,2,1240,0
5.89,12,26.22,60.35,1,0,0.327,0,1,263,0
61.43,1,37.4,25.67,1,0,0.685,1,0,965,0
10.47,23,3.4,6.87,1,1,0.388,0,0,907,1
44.71,7,20.64,1.21,1,0,0.322,1,1,879,0
37.96,17,33.89,7.21,1,1,0.197,0,2,1353,0
31.04,21,11.05,22.43,1,0,0.316,0,1,361,0
51.34,23,60.01,20.46,1,1,0.239,0,3,1376,1
38.8,2,9.97,10.02,0,0,0.55,1,2,330,0
2.2,4,9.97,37.62,0,1,0.178,1,0,1393,0
23.96,15,12.09,8.37,0,1,0.181,0,2,1008,0
50.66,18,7.13,7.64,1,0,0.396,1,2,1243,0
170.76,20,9.97,14.23,1,0,0.033,1,4,1884,0
178.83,13,20.08,4.81,1,0,0.492,1,1,354,0
8.47,3,8.12,6.07,1,0,0.487,1,3,53,0
23.34,17,28.34,17.06,0,1,0.371,0,2,1153,0
6.92,16,3.84,4.27,1,0,0.268,1,3,577,0
151.39,11,8.23,14.22,1,0,0.141,0,0,1474,0
91.18,15,60.85,21.22,0,0,0.264,1,3,478,0
47.02,5,9.68,6.94,1,0,0.484,0,0,1345,0
39.1,19,17.54,8.24,1,0,0.281,0,3,1061,0
131.71,1,18.77,11.13,1,0,0.371,0,1,572,0
111.2,20,6.55,4.26,0,0,0.357,1,2,1503,1
105.43,20,8.86,6.7,0,0,0.36,1,1,433,0
52.28,16,23.79,1.88,1,0,0.189,0,2,969,0
23.35,19,9.73,3.37,1,0,0.206,1,1,582,0
71.32,21,9.24,9.26,1,0,0.211,1,2,1195,0
74.89,3,8.81,13.41,0,0,0.346,0,6,1119,0
27.37,13,45.91,13.5,1,0,0.612,1,2,910,0
23.31,15,39.39,5.34,0,0,0.258,1,0,216,0
102.85,22,20.35,5.44,1,0,0.58,1,4,785,1
174.88,17,15.24,6.18,1,0,0.092,0,2,521,0
15.65,14,19.46,10.01,1,1,0.144,0,0,705,1
25.45,13,25.15,3.35,1,0,0.477,1,2,646,0
47.04,3,25.28,1.52,1,0,0.029,1,2,1546,0
53.87,7,9.86,11.41,1,0,0.231,0,5,942,0
19.64,10,12.81,5.66,0,0,0.48,0,2,1222,0
217.79,21,11.7,13.57,0,0,0.147,0,7,1459,0
50.51,20,21.75,38.96,0,0,0.129,0,3,404,0
56.34,15,44.31,5.87,1,0,0.187,1,1,2056,0
192.27,2,17.63,14.47,1,0,0.237,0,1,906,1
21.14,17,19.0,0.73,0,0,0.38,1,3,100,0
30.31,11,8.13,6.99,1,0,0.134,0,3,1062,0
9.46,15,3.16,10.84,0,0,0.181,1,1,1069,0
27.87,10,12.49,0.52,0,0,0.365,1,1,490,0
7.47,17,29.32,27.17,1,0,0.133,1,3,2187,0
69.95,5,8.3,4.44,1,0,0.331,1,1,74,1
50.4,3,2.41,18.92,1,0,0.694,1,5,1067,0
25.1,5,26.01,15.46,1,0,0.093,1,2,1075,0
29.95,22,23.95,31.93,1,0,0.525,1,0,1486,0
70.91,1,10.22,0.75,0,0,0.487,1,3,1336,1
10.64,6,9.12,12.35,0,0,0.035,1,1,774,0
40.62,8,13.39,8.96,0,0,0.437,1,0,452,0
66.65,20,10.92,0.44,1,0,0.105,1,3,1298,0
5.57,8,52.44,8.3,1,0,0.466,1,0,720,0
65.69,21,13.05,7.45,1,0,0.213,1,3,1239,0
6.21,23,22.62,2.49,0,0,0.326,0,2,788,0
29.44,15,14.84,7.8,1,0,0.134,1,1,895,0
10.35,8,23.24,7.12,1,0,0.283,0,3,1812,1
138.55,14,10.53,5.91,0,0,0.116,1,2,288,0
10.41,16,10.19,12.7,0,0,0.639,1,1,503,0
6.36,2,17.53,17.43,1,0,0.334,0,2,1166,1
37.84,19,8.95,4.5,0,0,0.042,0,2,518,0
21.9,10,12.49,8.57,1,0,0.4,1,2,1664,0
7.36,20,28.37,31.29,0,1,0.325,1,0,30,0
56.03,14,40.41,8.48,1,0,0.408,0,2,213,0
4.52,20,64.67,4.35,1,0,0.384,1,4,833,0
11.75,1,26.72,2.97,0,0,0.12,0,2,1260,0
18.63,1,21.75,14.87,1,0,0.775,0,2,707,0
73.86,2,7.28,4.73,0,0,0.258,1,2,979,0
120.96,20,37.09,3.81,1,0,0.243,1,3,1619,0
99.76,23,50.82,14.07,1,0,0.147,1,3,1412,0
28.41,23,11.98,2.06,1,0,0.298,0,0,801,0
2.92,7,60.97,13.4,0,1,0.444,1,2,1015,0
48.95,6,39.91,3.15,1,0,0.288,0,1,696,0
144.11,8,26.97,3.85,0,0,0.467,1,0,2175,0
113.73,19,15.18,1.98,1,0,0.202,1,2,294,0
52.61,6,5.16,4.07,1,0,0.236,0,4,637,1
10.08,13,52.58,22.62,1,0,0.169,1,2,1433,0
19.58,15,4.58,56.53,1,0,0.254,0,2,933,0
229.02,8,54.31,7.89,1,0,0.673,1,3,1638,1
8.03,11,58.62,6.63,0,0,0.077,1,1,2011,0
10.51,15,7.42,17.56,1,0,0.217,1,1,1098,0
84.99,18,4.53,13.59,1,0,0.196,1,2,747,0
21.52,4,11.66,20.54,1,0,0.223,0,5,171,1
10.16,12,16.09,12.52,0,0,0.091,1,3,249,0
152.62,3,10.79,22.8,0,0,0.063,1,1,30,0
52.51,0,11.49,11.95,0,0,0.106,0,2,891,0
22.61,15,16.6,31.33,1,0,0.184,1,1,1698,0
10.53,11,51.19,17.16,1,1,0.269,0,1,409,0
256.57,6,14.89,29.24,1,0,0.247,0,2,1256,0
32.32,1,28.64,6.66,0,0,0.199,1,2,1198,0
133.93,22,5.39,7.57,1,1,0.328,1,1,297,0
80.93,19,18.52,11.27,0,0,0.168,1,1,1376,0
19.67,22,12.5,11.83,0,0,0.308,0,1,898,0
19.83,2,27.94,8.92,1,0,0.363,1,3,1818,0
140.66,0,4.93,9.76,0,0,0.186,0,2,747,0
142.95,5,43.16,7.36,0,0,0.64,0,1,1717,0
5.07,2,12.05,11.19,1,0,0.241,0,1,30,0
57.38,11,8.59,6.05,0,0,0.108,0,4,1047,0
29.34,15,58.16,22.13,0,0,0.094,0,2,30,0
11.78,4,21.11,16.4,0,0,0.213,1,0,30,0
43.02,9,16.27,11.32,0,1,0.135,1,3,1083,0
8.59,12,4.88,1.49,1,0,0.559,0,2,65,0
20.77,7,7.33,1.22,0,0,0.081,1,2,48,0
14.9,11,5.11,9.79,0,0,0.385,1,0,569,0
20.09,14,17.54,3.54,1,0,0.132,0,4,1145,0
30.83,22,39.52,14.76,1,0,0.275,1,1,1155,0
11.99,7,22.44,0.5,0,0,0.187,1,3,1037,0
159.68,2,18.43,35.29,1,0,0.189,1,2,972,0
54.23,20,16.64,2.38,1,0,0.59,1,4,303,0
199.25,13,32.78,20.66,1,0,0.203,0,1,220,0
28.22,11,14.21,7.06,1,0,0.247,0,1,1478,0
19.13,17,3.78,1.39,1,0,0.149,1,1,900,0
192.18,23,36.38,7.59,1,1,0.125,1,2,1191,1
18.58,3,6.1,26.98,1,0,0.135,1,2,737,0
27.71,20,3.2,6.96,1,0,0.209,1,0,893,0
68.04,15,21.65,25.22,0,0,0.359,1,2,1172,0
9.6,14,1.86,9.19,1,0,0.373,0,3,935,0
67.44,20,16.9,16.12,0,0,0.241,1,1,347,0
59.34,7,19.53,5.08,0,0,0.266,1,2,597,0
117.84,18,24.47,4.02,0,0,0.474,1,1,30,0
80.64,13,22.57,2.59,1,0,0.157,1,2,1151,0
121.51,22,4.55,11.39,0,0,0.056,1,1,520,0
29.65,11,32.83,14.0,0,0,0.651,1,1,947,0
13.98,17,16.44,7.42,1,0,0.523,1,3,456,0
273.14,11,12.31,4.61,0,0,0.514,1,1,873,0
7.19,9,4.91,30.74,1,1,0.412,1,3,1751,0
7.95,9,37.99,9.23,0,0,0.585,1,2,669,0
58.27,22,35.32,12.93,1,0,0.391,1,1,996,0
168.17,20,10.75,5.97,1,0,0.429,0,0,1391,0
40.03,5,24.57,1.48,0,0,0.601,0,0,1346,0
89.95,20,29.38,3.89,0,0,0.026,1,1,612,0
4.5,14,13.54,8.65,0,0,0.487,1,1,1539,0
20.09,2,35.61,1.9,1,0,0.203,0,1,1351,0
5.08,18,36.99,14.84,0,0,0.382,1,0,1093,0
72.27,3,2.63,8.88,1,0,0.206,0,2,30,1
7.05,20,28.56,7.98,1,0,0.145,1,2,1308,0
9.23,10,11.01,0.63,1,0,0.509,0,1,1124,0
55.37,21,7.76,8.58,1,0,0.29,1,5,1543,0
95.76,11,1.92,10.44,0,0,0.133,1,4,1399,0
28.25,2,18.3,3.35,1,0,0.422,0,5,1167,1
58.57,18,13.22,5.52,1,0,0.183,1,4,240,0
56.7,17,10.52,10.26,1,0,0.335,1,0,30,0
26.7,7,29.97,3.68,1,0,0.317,1,0,1329,0
11.08,4,115.39,5.41,1,0,0.218,1,2,1366,0
58.26,20,24.76,4.28,0,0,0.544,0,1,603,0
61.14,18,13.17,14.25,0,0,0.289,1,2,550,0
80.97,7,36.44,21.23,0,0,0.32,1,0,511,0
45.24,16,6.53,10.49,0,0,0.352,1,0,695,0
10.29,5,11.1,6.7,0,0,0.314,1,1,640,0
66.05,4,19.34,16.15,1,0,0.068,1,2,1111,0
33.07,15,19.51,1.41,1,0,0.458,0,4,691,1
20.44,19,33.57,8.4,0,0,0.095,0,1,295,0
24.66,22,49.95,22.15,0,0,0.273,1,1,1324,0
16.61,11,32.98,4.73,1,1,0.408,0,3,966,0
80.55,3,50.27,12.86,1,0,0.205,1,1,1490,0
8.02,13,51.9,17.07,1,0,0.38,1,3,1073,0
12.26,16,21.62,10.15,1,0,0.029,1,1,760,0
23.84,23,15.11,3.76,0,0,0.12,1,2,448,0
166.29,2,27.74,5.44,1,0,0.127,0,0,1818,0
95.04,15,3.0,14.42,1,0,0.245,1,1,1033,0
6.42,12,33.47,14.17,1,0,0.123,1,2,799,0
127.91,14,30.39,9.54,0,0,0.195,1,3,399,1
127.67,2,6.29,0.88,0,0,0.088,0,3,161,0
10.24,0,46.76,2.17,1,0,0.455,1,5,671,0
2.66,14,37.9,8.16,1,0,0.592,1,3,1689,0
30.81,4,26.53,4.51,1,0,0.496,0,0,1423,0
101.74,14,14.93,2.78,0,0,0.323,1,4,30,0
162.59,0,48.01,2.82,1,0,0.165,1,3,452,1
13.86,19,3.33,41.96,0,0,0.051,0,0,624,0
190.94,7,16.39,11.07,1,0,0.156,1,0,814,0
3.57,10,28.81,14.28,0,0,0.304,0,4,1139,0
22.92,8,40.56,7.08,0,1,0.285,1,2,180,0
21.82,10,37.13,19.23,1,0,0.218,0,3,1293,0
104.83,12,5.76,13.25,1,0,0.356,0,2,720,0
121.3,15,24.32,10.23,1,0,0.238,1,3,1004,0
85.99,16,19.74,10.42,1,0,0.286,1,1,1084,0
8.58,23,2.71,4.08,1,0,0.305,1,1,756,0
78.46,4,5.25,3.81,1,0,0.66,1,1,1005,0
55.09,20,1.94,10.88,0,0,0.469,0,2,810,0
6.23,14,2.7,17.54,0,0,0.195,1,2,1122,0
4.19,7,5.77,23.06,1,1,0.029,1,0,1073,0
93.5,22,15.39,15.37,0,1,0.558,0,1,1266,1
27.66,16,16.12,25.13,1,1,0.372,0,0,1674,0
9.16,4,23.71,22.14,1,0,0.378,0,2,637,1
26.89,4,9.58,7.7,1,0,0.323,0,2,1137,1
47.66,15,42.14,29.77,1,0,0.066,0,7,744,1
30.48,17,35.46,9.1,0,0,0.132,1,1,983,0
7.01,1,22.93,8.56,1,0,0.245,0,4,757,0
218.23,15,55.63,14.36,1,0,0.199,1,6,919,0
90.4,12,21.33,23.02,0,0,0.413,1,3,342,0
23.68,23,3.92,4.83,1,0,0.448,1,2,530,0
24.65,17,28.17,9.06,1,0,0.5,0,3,1806,0
47.44,21,18.76,7.64,0,0,0.139,1,1,2130,0
10.7,0,12.08,3.38,1,0,0.1,1,2,1179,0
45.73,18,13.65,4.82,0,0,0.207,1,1,520,0
8.75,8,25.04,3.56,0,0,0.152,1,2,1332,0
30.86,13,22.24,13.79,0,0,0.327,1,3,1890,0
10.29,21,63.89,7.31,1,0,0.434,1,4,617,0
10.83,20,20.06,6.24,0,0,0.341,1,0,827,0
171.7,5,21.34,12.52,1,0,0.05,1,2,902,0
35.14,5,18.57,12.79,1,0,0.129,0,3,1160,0
40.75,17,18.36,22.16,0,0,0.347,1,1,833,0
4.43,21,6.17,0.81,0,0,0.425,1,1,1018,0
18.23,14,10.7,18.84,0,0,0.237,0,2,1053,0
52.52,1,24.52,3.17,0,0,0.143,1,2,30,0
40.21,3,3.92,11.78,0,0,0.129,1,1,511,0
3.84,17,14.18,2.9,1,1,0.044,0,6,212,1
40.74,17,44.33,15.22,1,0,0.122,0,0,1072,0
47.78,21,13.49,5.2,0,0,0.332,1,4,559,0
119.55,12,53.36,13.41,1,0,0.445,1,4,506,0
17.2,10,13.75,4.4,1,0,0.155,1,4,557,0
3.52,2,37.21,1.27,0,0,0.548,1,1,698,0
12.22,18,19.11,4.55,1,0,0.143,1,0,993,0
11.06,22,6.29,12.81,0,0,0.411,0,1,902,0
69.18,1,62.54,7.14,1,1,0.091,1,2,1188,1
2.19,11,5.65,16.67,0,0,0.367,1,1,1344,0
21.15,8,11.52,8.11,1,0,0.53,0,2,30,1
137.8,17,68.01,11.28,0,0,0.1,0,2,1367,0
33.36,18,21.24,1.64,0,0,0.271,0,2,521,0
81.15,5,8.79,12.85,0,0,0.088,1,4,694,0
6.41,22,18.48,18.18,1,0,0.351,0,1,1734,0
6.67,3,27.67,2.27,1,0,0.564,1,3,667,0
139.39,18,13.44,33.26,1,0,0.154,0,2,1031,0
36.64,17,47.65,10.9,1,0,0.377,1,2,638,0
36.72,3,9.44,7.28,1,0,0.07,1,1,1009,0
10.82,16,1.95,6.42,1,0,0.178,1,4,1649,1
36.63,6,34.39,15.02,0,0,0.473,0,3,672,0
10.53,6,15.91,6.87,0,0,0.189,1,1,701,0
108.51,2,37.15,9.52,0,0,0.126,1,1,1628,0
506.66,17,12.89,18.34,0,1,0.51,0,3,571,1
53.73,19,24.55,8.04,1,0,0.101,1,3,1387,0
17.55,12,12.33,21.11,0,0,0.413,1,3,848,0
2.63,18,14.63,1.31,0,0,0.263,0,0,818,0
6.14,8,4.23,12.2,1,0,0.443,1,3,1382,0
156.78,13,6.07,5.37,0,0,0.09,1,3,725,0
11.83,18,22.59,12.62,1,1,0.366,0,0,1289,0
22.85,10,34.39,7.17,0,0,0.311,1,2,981,0
63.77,14,24.32,22.26,1,0,0.302,1,5,227,0
145.81,3,7.37,15.83,0,0,0.309,1,4,1073,0
27.12,12,26.19,5.57,1,0,0.156,0,6,921,0
22.09,20,22.31,5.12,0,0,0.119,0,1,150,0
35.57,18,9.51,12.06,0,0,0.104,1,5,556,0
17.68,7,15.43,7.64,0,0,0.467,1,1,1190,0
18.66,13,10.42,10.65,1,0,0.242,1,2,887,0
49.99,14,27.02,14.04,0,0,0.144,1,1,97,0
39.86,22,11.95,18.71,1,0,0.47,1,6,1849,0
279.11,19,27.68,6.64,1,0,0.258,1,3,1217,0
51.36,19,1.14,3.75,0,1,0.211,0,2,75,0
104.7,18,35.73,22.47,0,0,0.359,0,4,537,0
11.34,8,7.31,18.32,0,1,0.44,0,2,1413,0
55.99,9,50.65,12.81,0,0,0.186,1,2,1290,0
16.07,11,12.73,14.81,1,0,0.14,0,3,1333,0
49.18,10,43.92,8.51,0,0,0.25,1,2,30,0
65.92,22,2.6,14.43,1,0,0.243,1,1,1449,0
34.81,21,39.42,25.42,0,0,0.464,0,2,1242,0
367.72,21,8.54,3.25,1,0,0.091,1,2,1913,0
138.1,14,39.19,4.19,1,1,0.245,0,1,748,1
107.47,4,17.51,15.89,0,1,0.07,1,0,946,0
71.11,3,13.89,26.58,0,0,0.403,1,3,1764,0
193.13,6,44.69,30.67,0,0,0.036,0,3,1196,0
7.87,15,10.97,3.78,1,0,0.185,1,1,30,0
130.36,8,53.29,3.85,1,0,0.211,1,3,1267,1
